date,swe_mm,tair_c,ppt_mm
2017-03-01,751.8,-0.4,0
2017-03-02,751.8,1.2,0
2017-03-03,749.3,0.7,5.1
2017-03-04,756.9,-1.6,12.7
2017-03-05,772.2,-4.9,12.7
2017-03-06,787.4,-4.2,15.2
2017-03-07,817.9,-0.3,27.9
2017-03-08,853.4,2.7,27.9
2017-03-09,901.7,4.9,30.5
2017-03-10,853.4,4.1,0
2017-03-11,817.9,3.6,7.6
2017-03-12,805.2,4.9,0
2017-03-13,789.9,6.5,12.7
2017-03-14,769.6,7.6,0
2017-03-15,718.8,4.6,27.9
2017-03-16,696,1.1,0
2017-03-17,685.8,4,12.7
2017-03-18,670.6,3.4,27.9
2017-03-19,652.8,0.8,0
2017-03-20,637.5,0,0
2017-03-21,632.5,2.4,15.2
2017-03-22,635,0.9,5.1
2017-03-23,635,2,12.7
2017-03-24,637.5,1.4,17.8
2017-03-25,650.2,0.9,7.6
2017-03-26,650.2,1.1,12.7
2017-03-27,670.6,0.3,10.2
2017-03-28,678.2,1.7,2.5
2017-03-29,678.2,3.3,40.6
2017-03-30,668,-0.3,0
2017-03-31,655.3,3.2,0
2017-04-01,645.2,4.3,0
2017-04-02,635,0.9,0
2017-04-03,622.3,1.3,0
2017-04-04,612.1,4.8,2.5
2017-04-05,604.5,6.3,2.5
2017-04-06,594.4,5.6,5.1
2017-04-07,571.5,1.9,0
2017-04-08,561.3,-1.8,10.2
2017-04-09,569,0.3,5.1
2017-04-10,571.5,-0.2,5.1
2017-04-11,574,0.3,7.6
2017-04-12,581.7,3.1,7.6
2017-04-13,594.4,-0.4,5.1
2017-04-14,591.8,-1,10.2
2017-04-15,599.4,1.9,0
2017-04-16,596.9,2.5,2.5
2017-04-17,596.9,3.6,10.2
2017-04-18,599.4,2.2,15.2
2017-04-19,602,3.3,5.1
2017-04-20,599.4,1.2,12.7
2017-04-21,599.4,4.5,0
2017-04-22,586.7,4.3,10.2
2017-04-23,571.5,2,10.2
2017-04-24,561.3,0.8,22.9
2017-04-25,581.7,1.9,17.8
2017-04-26,591.8,1.4,10.2
2017-04-27,584.2,-0.4,7.6
2017-04-28,581.7,0.5,0
2017-04-29,574,4.9,5.1
2017-04-30,561.3,3.9,2.5
2017-05-01,533.4,3.9,5.1
2017-05-02,523.2,7.2,0
2017-05-03,477.5,12.6,2.5
2017-05-04,434.3,14,7.6
2017-05-05,378.5,3.2,0
2017-05-06,350.5,0.9,0
2017-05-07,335.3,4.7,0
2017-05-08,312.4,8.2,0
2017-05-09,287,9.4,0
2017-05-10,256.5,10.4,5.1
2017-05-11,221,3.7,2.5
2017-05-12,208.3,0.1,12.7
2017-05-13,218.4,0.6,0
2017-05-14,213.4,1.7,2.5
2017-05-15,198.1,3,0
2017-05-16,177.8,0.7,27.9
2017-05-17,195.6,1.7,2.5
2017-05-18,182.9,7.1,0
2017-05-19,154.9,10,0
2017-05-20,111.8,9.9,0
2017-05-21,61,12,0
2017-05-22,2.5,16,0
2017-05-23,0,15.2,0
2017-05-24,0,6.4,0
2017-05-25,0,7.3,0
2017-05-26,0,10.8,0
2017-05-27,0,14.7,0
2017-05-28,0,17.3,0
2017-05-29,0,18.2,0
2017-05-30,0,9.8,0
2017-05-31,0,9.5,0
2017-06-01,0,9.1,0
2017-06-02,0,12.2,0
2017-06-03,0,10.3,0
2017-06-04,0,6.7,0
2017-06-05,0,10.8,0
2017-06-06,0,14.5,0
2017-06-07,0,14.5,0
2017-06-08,0,6.7,15.2
2017-06-09,0,3.1,7.6
2017-06-10,0,2.6,5.1
2017-06-11,0,5.4,5.1
2017-06-12,0,4.3,0
2017-06-13,0,3.9,0
2017-06-14,0,8.2,0
2017-06-15,0,8.5,17.8
2017-06-16,0,8.1,2.5
2017-06-17,0,11.2,0
2017-06-18,0,16.4,0
2017-06-19,0,18.3,0
2017-06-20,0,14.2,0
2017-06-21,0,13.1,0
2017-06-22,0,13.8,0
2017-06-23,0,16.5,0
2017-06-24,0,18.6,0
2017-06-25,0,20.8,0
2017-06-26,0,17.3,0
2017-06-27,0,13.4,0
2017-06-28,0,11.2,0
2017-06-29,0,14.2,0
2017-06-30,0,17.4,0
2017-07-01,0,14.6,0
2017-07-02,0,15.3,2.5
2017-07-03,0,15.7,0
2017-07-04,0,17.7,2.5
2017-07-05,0,18.7,2.5
2017-07-06,0,19.7,0
2017-07-07,0,17.4,0
2017-07-08,0,17.6,0
2017-07-09,0,15.7,0
2017-07-10,0,13.5,0
2017-07-11,0,13.8,0
2017-07-12,0,15.4,0
2017-07-13,0,14.8,0
2017-07-14,0,17.3,0
2017-07-15,0,14.5,0
2017-07-16,0,12.4,0
2017-07-17,0,13.6,0
2017-07-18,0,14.5,0
2017-07-19,0,13.4,0
2017-07-20,0,12.2,0
2017-07-21,0,14.1,0
2017-07-22,0,17.8,0
2017-07-23,0,19.6,0
2017-07-24,0,18.8,0
2017-07-25,0,18.2,0
2017-07-26,0,17.4,0
2017-07-27,0,15.8,0
2017-07-28,0,15.7,0
2017-07-29,0,17.1,0
2017-07-30,0,17.7,0
2017-07-31,0,20.4,0
2017-08-01,0,22.4,0
2017-08-02,0,23.1,0
2017-08-03,0,23.2,0
2017-08-04,0,20.4,0
2017-08-05,0,18.8,0
2017-08-06,0,19.3,0
2017-08-07,0,20.6,0
2017-08-08,0,20.4,0
2017-08-09,0,20.6,0
2017-08-10,0,21,0
2017-08-11,0,19.6,0
2017-08-12,0,16.2,0
2017-08-13,0,10.6,0
2017-08-14,0,11.2,0
2017-08-15,0,12.9,0
2017-08-16,0,15.5,0
2017-08-17,0,15.8,0
2017-08-18,0,16.3,0
2017-08-19,0,14.3,0
2017-08-20,0,14.7,0
2017-08-21,0,17.4,0
2017-08-22,0,17.3,0
2017-08-23,0,16.4,0
2017-08-24,0,13,0
2017-08-25,0,13.7,0
2017-08-26,0,17.2,0
2017-08-27,0,20.4,0
2017-08-28,0,21.3,0
2017-08-29,0,19.8,0
2017-08-30,0,15,0
2017-08-31,0,15.8,0
2017-09-01,0,20.5,0
2017-09-02,0,22.4,0
2017-09-03,0,21.9,0
2017-09-04,0,20.3,0
2017-09-05,0,21,0
2017-09-06,0,18.1,0
2017-09-07,0,15.8,2.5
2017-09-08,0,14,0
2017-09-09,0,13.4,0
2017-09-10,0,15.3,0
2017-09-11,0,18.9,0
2017-09-12,0,18.6,0
2017-09-13,0,13.2,0
2017-09-14,0,9.8,0
2017-09-15,0,9.7,0
2017-09-16,0,10.7,0
2017-09-17,0,8.4,2.5
2017-09-18,0,3.8,30.5
2017-09-19,2.5,3.2,33
2017-09-20,2.5,2.5,25.4
2017-09-21,2.5,2.3,2.5
2017-09-22,0,4.4,2.5
2017-09-23,0,6,0
2017-09-24,0,7.9,0
2017-09-25,0,9,2.5
2017-09-26,0,10.6,0
2017-09-27,0,12.6,0
2017-09-28,0,13.8,0
2017-09-29,0,9.1,0
2017-09-30,0,4.4,2.5
2017-10-01,0,3.8,0
2017-10-02,0,3.3,2.5
2017-10-03,0,4.5,0
2017-10-04,0,5.9,0
2017-10-05,0,6.7,0
2017-10-06,0,9.6,2.5
2017-10-07,0,4.1,0
2017-10-08,0,3.9,7.6
2017-10-09,0,6.3,0
2017-10-10,0,5.4,2.5
2017-10-11,0,0.2,7.6
2017-10-12,2.5,0.5,45.7
2017-10-13,48.3,0,12.7
2017-10-14,63.5,1.3,0
2017-10-15,58.4,5.7,0
2017-10-16,53.3,10.6,0
2017-10-17,45.7,9.1,2.5
2017-10-18,22.9,9.4,2.5
2017-10-19,0,5.2,20.3
2017-10-20,12.7,0.4,22.9
2017-10-21,33,4,43.2
2017-10-22,20.3,6.1,27.9
2017-10-23,0,7.7,0
2017-10-24,0,9.3,0
2017-10-25,0,11.3,0
2017-10-26,0,7.8,0
2017-10-27,0,7.5,0
2017-10-28,0,11.3,0
2017-10-29,0,8.5,0
2017-10-30,0,1.8,0
2017-10-31,0,7.8,0
2017-11-01,0,4.9,0
2017-11-02,0,1.5,17.8
2017-11-03,7.6,-1.9,2.5
2017-11-04,12.7,-2.1,5.1
2017-11-05,15.2,-1.3,25.4
2017-11-06,45.7,-1.5,2.5
2017-11-07,45.7,-2.4,0
2017-11-08,45.7,-1.6,5.1
2017-11-09,48.3,0.5,20.3
2017-11-10,66,1.4,15.2
2017-11-11,76.2,3.5,2.5
2017-11-12,71.1,4.7,0
2017-11-13,71.1,0.9,27.9
2017-11-14,99.1,0.7,10.2
2017-11-15,104.1,1.8,15.2
2017-11-16,119.4,-0.9,20.3
2017-11-17,142.2,-1.4,15.2
2017-11-18,152.4,-1,0
2017-11-19,149.9,2.5,5.1
2017-11-20,154.9,5.2,38.1
2017-11-21,137.2,8.9,5.1
2017-11-22,99.1,10.2,12.7
2017-11-23,58.4,6.5,40.6
2017-11-24,2.5,0.8,0
2017-11-25,0,4.6,2.5
2017-11-26,2.5,5,17.8
2017-11-27,12.7,0.1,10.2
2017-11-28,15.2,0,2.5
2017-11-29,27.9,-0.1,2.5
2017-11-30,27.9,1.1,5.1
2017-12-01,30.5,1.3,0
2017-12-02,30.5,-0.2,5.1
2017-12-03,40.6,-2.1,5.1
2017-12-04,45.7,-2.2,0
2017-12-05,43.2,-1.3,0
2017-12-06,45.7,-2,0
2017-12-07,45.7,-1.5,0
2017-12-08,45.7,-0.4,0
2017-12-09,45.7,-1,0
2017-12-10,50.8,-3.1,0
2017-12-11,50.8,-3.4,0
2017-12-12,50.8,5.8,0
2017-12-13,55.9,1.1,0
2017-12-14,53.3,0.2,0
2017-12-15,53.3,2.9,5.1
2017-12-16,58.4,-2,0
2017-12-17,58.4,1.6,5.1
2017-12-18,58.4,2.9,0
2017-12-19,61,1.2,27.9
2017-12-20,88.9,-3.7,2.5
2017-12-21,96.5,-3.1,0
2017-12-22,96.5,-1.4,7.6
2017-12-23,104.1,-4.8,7.6
2017-12-24,111.8,-4.3,10.2
2017-12-25,121.9,-1.3,0
2017-12-26,121.9,-2.3,2.5
2017-12-27,124.5,1.7,2.5
2017-12-28,121.9,2.7,20.3
2017-12-29,124.5,4.9,20.3
2017-12-30,91.4,-0.2,0
2017-12-31,88.9,-0.7,0
2018-01-01,86.4,2.3,0
2018-01-02,86.4,-4.8,0
2018-01-03,86.4,-3,0
2018-01-04,94,-0.3,2.5
2018-01-05,94,3,12.7
2018-01-06,91.4,0.4,0
2018-01-07,94,2.8,0
2018-01-08,94,3.6,5.1
2018-01-09,88.9,1.9,12.7
2018-01-10,86.4,-0.2,5.1
2018-01-11,88.9,2.4,40.6
2018-01-12,99.1,2.4,2.5
2018-01-13,94,6.6,0
2018-01-14,88.9,2.9,0
2018-01-15,86.4,-0.2,0
2018-01-16,86.4,2.6,5.1
2018-01-17,88.9,6.8,15.2
2018-01-18,81.3,-0.2,22.9
2018-01-19,104.1,-2,10.2
2018-01-20,114.3,-1.7,5.1
2018-01-21,116.8,-0.5,10.2
2018-01-22,132.1,-1.4,2.5
2018-01-23,137.2,0.4,20.3
2018-01-24,157.5,0.6,12.7
2018-01-25,172.7,-2.6,15.2
2018-01-26,198.1,-2.3,12.7
2018-01-27,210.8,1.5,35.6
2018-01-28,243.8,6.5,0
2018-01-29,228.6,6.8,7.6
2018-01-30,236.2,-1,7.6
2018-01-31,236.2,-1.6,0
2018-02-01,236.2,3.3,5.1
2018-02-02,231.1,5.6,7.6
2018-02-03,190.5,4.8,0
2018-02-04,167.6,5.7,0
2018-02-05,137.2,3.1,0
2018-02-06,121.9,3.1,0
2018-02-07,116.8,7,0
2018-02-08,106.7,7.2,0
2018-02-09,106.7,1.6,0
2018-02-10,99.1,-1.3,0
2018-02-11,91.4,-1,0
2018-02-12,91.4,-6,0
2018-02-13,91.4,2.1,5.1
2018-02-14,96.5,-2,2.5
2018-02-15,127,-2.4,2.5
2018-02-16,127,-1.6,5.1
2018-02-17,134.6,0.4,20.3
2018-02-18,152.4,-5.3,20.3
2018-02-19,172.7,-9.2,0
2018-02-20,172.7,-6.3,10.2
2018-02-21,182.9,-7.3,0
2018-02-22,185.4,-8.5,0
2018-02-23,185.4,-9.8,0
2018-02-24,193,-3.6,15.2
2018-02-25,203.2,-2.7,43.2
2018-02-26,251.5,-6.1,0
2018-02-27,246.4,-4.8,0
2018-02-28,254,-0.7,10.2
2018-03-01,276.9,-1.8,12.7
2018-03-02,294.6,-3.4,0
2018-03-03,294.6,-3.4,0
2018-03-04,294.6,-2.5,5.1
2018-03-05,297.2,-1.6,0
2018-03-06,297.2,-0.2,0
2018-03-07,297.2,2.3,5.1
2018-03-08,297.2,2.1,22.9
2018-03-09,327.7,1.1,7.6
2018-03-10,332.7,1.8,2.5
2018-03-11,327.7,3.7,0
2018-03-12,322.6,4.9,0
2018-03-13,315,3.3,2.5
2018-03-14,312.4,-0.7,2.5
2018-03-15,317.5,-1.4,5.1
2018-03-16,322.6,-0.9,17.8
2018-03-17,335.3,-1.2,7.6
2018-03-18,348,-1,0
2018-03-19,345.4,-0.2,0
2018-03-20,342.9,2.9,5.1
2018-03-21,340.4,3.5,10.2
2018-03-22,342.9,-0.8,0
2018-03-23,340.4,-2.4,30.5
2018-03-24,373.4,-2.4,10.2
2018-03-25,381,-2.4,5.1
2018-03-26,386.1,-1.5,2.5
2018-03-27,386.1,1.5,2.5
2018-03-28,383.5,3.4,0
2018-03-29,370.8,5.2,0
2018-03-30,358.1,5.9,0
2018-03-31,348,3.9,0
2018-04-01,342.9,1,5.1
2018-04-02,350.5,-3.4,0
2018-04-03,353.1,1.4,5.1
2018-04-04,350.5,3.8,5.1
2018-04-05,348,5.2,17.8
2018-04-06,337.8,7,2.5
2018-04-07,315,3.5,25.4
2018-04-08,320,0.7,15.2
2018-04-09,332.7,6,2.5
2018-04-10,322.6,4.3,7.6
2018-04-11,307.3,1.2,7.6
2018-04-12,309.9,-1.9,15.2
2018-04-13,327.7,0.8,5.1
2018-04-14,330.2,2.7,0
2018-04-15,322.6,1.2,10.2
2018-04-16,322.6,-1.6,7.6
2018-04-17,335.3,-0.9,5.1
2018-04-18,337.8,1.1,2.5
2018-04-19,337.8,3.8,0
2018-04-20,330.2,5.8,0
2018-04-21,312.4,3,0
2018-04-22,302.3,3.9,0
2018-04-23,287,5.5,0
2018-04-24,266.7,8.6,0
2018-04-25,238.8,13.3,0
2018-04-26,210.8,13.1,0
2018-04-27,170.2,4.4,2.5
2018-04-28,149.9,2.1,0
2018-04-29,139.7,1.9,10.2
2018-04-30,132.1,1,2.5
2018-05-01,121.9,2.8,0
2018-05-02,104.1,8.1,0
2018-05-03,81.3,10.3,0
2018-05-04,38.1,10.5,0
2018-05-05,7.6,12.1,0
2018-05-06,0,9.4,0
2018-05-07,0,11,0
2018-05-08,0,11.9,2.5
2018-05-09,0,6.9,5.1
2018-05-10,0,3.5,2.5
2018-05-11,0,3.3,0
2018-05-12,0,10.1,0
2018-05-13,0,13.1,0
2018-05-14,0,14.5,0
2018-05-15,0,14.3,2.5
2018-05-16,0,8,0
2018-05-17,0,9.7,0
2018-05-18,0,9.8,0
2018-05-19,0,10.4,0
2018-05-20,0,8.7,0
2018-05-21,0,11.4,0
2018-05-22,0,14.8,0
2018-05-23,0,12.7,5.1
2018-05-24,0,12.6,0
2018-05-25,0,8.2,7.6
2018-05-26,0,5,0
2018-05-27,0,10.9,0
2018-05-28,0,12,0
2018-05-29,0,7.2,0
2018-05-30,0,6.2,0
2018-05-31,0,4,0
2018-06-01,0,7.8,0
2018-06-02,0,12.8,2.5
2018-06-03,0,12.3,0
2018-06-04,0,7.1,0
2018-06-05,0,8.7,0
2018-06-06,0,11.6,0
2018-06-07,0,10.3,0
2018-06-08,0,8.9,5.1
2018-06-09,0,2.4,15.2
2018-06-10,0,2.8,7.6
2018-06-11,0,8.3,2.5
2018-06-12,0,12.3,2.5
2018-06-13,0,8.1,0
2018-06-14,0,8.3,0
2018-06-15,0,8.1,0
2018-06-16,0,8.4,2.5
2018-06-17,0,11.9,0
2018-06-18,0,12.7,0
2018-06-19,0,15.7,0
2018-06-20,0,15.4,0
2018-06-21,0,14.1,0
2018-06-22,0,11.6,0
2018-06-23,0,12.1,0
2018-06-24,0,16.5,0
2018-06-25,0,9.7,0
2018-06-26,0,11.7,0
2018-06-27,0,11.1,0
2018-06-28,0,9.4,0
2018-06-29,0,11.3,0
2018-06-30,0,13.1,0
2018-07-01,0,12.5,0
2018-07-02,0,8.2,0
2018-07-03,0,10.4,0
2018-07-04,0,14.8,0
2018-07-05,0,15.9,0
2018-07-06,0,13.4,0
2018-07-07,0,13.4,0
2018-07-08,0,14.7,0
2018-07-09,0,14,0
2018-07-10,0,12.4,0
2018-07-11,0,14.9,0
2018-07-12,0,19.1,0
2018-07-13,0,19.7,0
2018-07-14,0,19.6,0
2018-07-15,0,20.7,0
2018-07-16,0,20.6,0
2018-07-17,0,18.8,0
2018-07-18,0,16.1,0
2018-07-19,0,14.4,0
2018-07-20,0,13.8,0
2018-07-21,0,13.6,0
2018-07-22,0,16.7,0
2018-07-23,0,18.5,0
2018-07-24,0,19.6,0
2018-07-25,0,20.3,0
2018-07-26,0,19.7,0
2018-07-27,0,18.6,0
2018-07-28,0,18,0
2018-07-29,0,20.4,0
2018-07-30,0,21.3,0
2018-07-31,0,18.3,0
2018-08-01,0,17,0
2018-08-02,0,13.9,0
2018-08-03,0,12.1,0
2018-08-04,0,14,0
2018-08-05,0,15.5,0
2018-08-06,0,21.5,0
2018-08-07,0,20.7,0
2018-08-08,0,22.7,0
2018-08-09,0,22,0
2018-08-10,0,19.1,0
2018-08-11,0,11.5,0
2018-08-12,0,14.1,0
2018-08-13,0,16.6,0
2018-08-14,0,18.9,0
2018-08-15,0,19.5,0
2018-08-16,0,18.2,0
2018-08-17,0,14.6,0
2018-08-18,0,17,0
2018-08-19,0,16.6,0
2018-08-20,0,16.3,0
2018-08-21,0,15.2,0
2018-08-22,0,16.9,0
2018-08-23,0,13.9,2.5
2018-08-24,0,10.1,5.1
2018-08-25,0,10.3,0
2018-08-26,0,8.4,0
2018-08-27,0,11.2,2.5
2018-08-28,0,13.8,0
2018-08-29,0,14.7,0
2018-08-30,0,11.2,0
2018-08-31,0,10.9,0
2018-09-01,0,11.8,0
2018-09-02,0,15,0
2018-09-03,0,13.7,0
2018-09-04,0,13.3,0
2018-09-05,0,16.1,0
2018-09-06,0,15.8,0
2018-09-07,0,15.7,0
2018-09-08,0,10.6,2.5
2018-09-09,0,12.1,0
2018-09-10,0,8.2,2.5
2018-09-11,0,7,2.5
2018-09-12,0,6.5,0
2018-09-13,0,6.8,2.5
2018-09-14,0,7,0
2018-09-15,0,6.4,0
2018-09-16,0,5.8,0
2018-09-17,0,7.8,0
2018-09-18,0,8.6,0
2018-09-19,0,8,0
2018-09-20,0,9.2,0
2018-09-21,0,12.2,0
2018-09-22,0,7.7,2.5
2018-09-23,0,5.7,0
2018-09-24,0,7.4,0
2018-09-25,0,11.3,0
2018-09-26,0,14.7,0
2018-09-27,0,16.4,0
2018-09-28,0,14.3,0
2018-09-29,0,9.2,0
2018-09-30,0,7.6,0
2018-10-01,0,8.5,0
2018-10-02,0,8.5,2.5
2018-10-03,0,7.2,0
2018-10-04,0,5.4,0
2018-10-05,0,4,7.6
2018-10-06,2.5,5.8,17.8
2018-10-07,0,4.2,0
2018-10-08,0,7.2,0
2018-10-09,0,5.5,7.6
2018-10-10,0,4.3,0
2018-10-11,0,4.7,0
2018-10-12,0,9.6,0
2018-10-13,0,6.1,0
2018-10-14,0,4.5,0
2018-10-15,0,8.4,0
2018-10-16,0,9.6,0
2018-10-17,0,8.7,0
2018-10-18,0,10.9,0
2018-10-19,0,12,0
2018-10-20,0,11.9,0
2018-10-21,0,10.5,0
2018-10-22,0,9.1,0
2018-10-23,0,7,0
2018-10-24,0,6.4,0
2018-10-25,0,8.8,0
2018-10-26,0,8.2,17.8
2018-10-27,0,8.1,0
2018-10-28,0,3.9,40.6
2018-10-29,10.2,1.8,12.7
2018-10-30,0,3.4,2.5
2018-10-31,0,5.6,17.8
2018-11-01,0,8.6,7.6
2018-11-02,0,6.2,7.6
2018-11-03,0,5.6,0
2018-11-04,0,4.6,7.6
2018-11-05,0,2.1,20.3
2018-11-06,0,1.2,5.1
2018-11-07,0,0.6,0
2018-11-08,0,1.9,0
2018-11-09,0,3.9,0
2018-11-10,0,0.4,0
2018-11-11,0,0.2,0
2018-11-12,0,0.7,0
2018-11-13,0,6.2,0
2018-11-14,0,6.2,0
2018-11-15,0,5.1,0
2018-11-16,0,6.2,0
2018-11-17,0,0.9,0
2018-11-18,0,0.8,0
2018-11-19,0,1.3,0
2018-11-20,0,2,0
2018-11-21,0,3.8,2.5
2018-11-22,0,1.5,17.8
2018-11-23,30.5,0.7,25.4
2018-11-24,55.9,-0.2,5.1
2018-11-25,53.3,0.5,0
2018-11-26,53.3,6.8,0
2018-11-27,50.8,3.5,48.3
2018-11-28,55.9,1.6,17.8
2018-11-29,58.4,0.7,2.5
2018-11-30,61,-0.7,12.7
2018-12-01,76.2,-1.6,10.2
2018-12-02,86.4,-3,2.5
2018-12-03,83.8,-4.4,0
2018-12-04,83.8,-5.4,0
2018-12-05,81.3,-6.9,0
2018-12-06,83.8,-8.1,0
2018-12-07,83.8,-5.9,0
2018-12-08,86.4,-1.6,2.5
2018-12-09,88.9,-1.2,0
2018-12-10,91.4,0.4,7.6
2018-12-11,94,1.3,22.9
2018-12-12,104.1,-1,5.1
2018-12-13,109.2,3.5,0
2018-12-14,109.2,3,10.2
2018-12-15,114.3,0,0
2018-12-16,114.3,3.8,5.1
2018-12-17,114.3,1.6,15.2
2018-12-18,129.5,2.6,61
2018-12-19,137.2,2.9,2.5
2018-12-20,137.2,3,25.4
2018-12-21,154.9,-3.3,7.6
2018-12-22,149.9,-2.3,5.1
2018-12-23,160,0.9,35.6
2018-12-24,205.7,0.1,15.2
2018-12-25,215.9,-2.2,0
2018-12-26,215.9,-1.9,12.7
2018-12-27,233.7,-2.2,7.6
2018-12-28,238.8,-1.5,0
2018-12-29,241.3,1.3,10.2
2018-12-30,251.5,-1.6,15.2
2018-12-31,256.5,-4.9,0
2019-01-01,256.5,-1.7,0
2019-01-02,254,3.4,0
2019-01-03,251.5,5.1,0
2019-01-04,251.5,2.8,0
2019-01-05,256.5,1.5,2.5
2019-01-06,256.5,-2.2,27.9
2019-01-07,294.6,-2.3,10.2
2019-01-08,299.7,-1.1,7.6
2019-01-09,309.9,2.2,10.2
2019-01-10,309.9,3.1,5.1
2019-01-11,309.9,1.7,0
2019-01-12,307.3,0.4,2.5
2019-01-13,309.9,-3,0
2019-01-14,302.3,-5.3,0
2019-01-15,304.8,-4.7,0
2019-01-16,302.3,-2,7.6
2019-01-17,309.9,0.6,5.1
2019-01-18,315,1.4,25.4
2019-01-19,327.7,2.7,27.9
2019-01-20,322.6,-0.5,17.8
2019-01-21,335.3,-2.7,0
2019-01-22,332.7,-0.7,2.5
2019-01-23,337.8,2.3,10.2
2019-01-24,337.8,2.2,0
2019-01-25,337.8,4.5,0
2019-01-26,335.3,7.3,0
2019-01-27,330.2,8,0
2019-01-28,332.7,0.2,0
2019-01-29,330.2,-2.7,0
2019-01-30,332.7,5.2,0
2019-01-31,327.7,6.4,0
2019-02-01,320,4.3,5.1
2019-02-02,325.1,2.9,10.2
2019-02-03,325.1,-1.4,10.2
2019-02-04,325.1,-4.7,10.2
2019-02-05,332.7,-5.9,2.5
2019-02-06,335.3,-7,0
2019-02-07,332.7,-6.4,0
2019-02-08,332.7,-3,7.6
2019-02-09,340.4,-6.5,25.4
2019-02-10,355.6,-8.1,2.5
2019-02-11,365.8,-1.7,20.3
2019-02-12,391.2,-0.4,20.3
2019-02-13,414,0.1,10.2
2019-02-14,421.6,-1.7,17.8
2019-02-15,439.4,-2.1,7.6
2019-02-16,447,-3.2,12.7
2019-02-17,459.7,-4.4,0
2019-02-18,457.2,-5.7,2.5
2019-02-19,454.7,-3.6,7.6
2019-02-20,462.3,-4.1,10.2
2019-02-21,464.8,-6.5,0
2019-02-22,462.3,-5.5,5.1
2019-02-23,462.3,-1.6,25.4
2019-02-24,487.7,-2.1,55.9
2019-02-25,543.6,-6.9,30.5
2019-02-26,581.7,-10.5,0
2019-02-27,579.1,-8.6,0
2019-02-28,574,-5.3,0
2019-03-01,574,-2,0
2019-03-02,576.6,-6,0
2019-03-03,576.6,-10.5,0
2019-03-04,579.1,-11.1,2.5
2019-03-05,576.6,-8.4,0
2019-03-06,576.6,-4,7.6
2019-03-07,584.2,-3.8,5.1
2019-03-08,581.7,-4.4,2.5
2019-03-09,581.7,-4.4,7.6
2019-03-10,579.1,-5.9,0
2019-03-11,571.5,0.6,0
2019-03-12,571.5,-1.9,10.2
2019-03-13,581.7,-2.5,0
2019-03-14,586.7,0.8,0
2019-03-15,589.3,3.6,0
2019-03-16,586.7,4.2,0
2019-03-17,584.2,3.9,0
2019-03-18,584.2,1.4,0
2019-03-19,581.7,3.9,0
2019-03-20,576.6,4.4,0
2019-03-21,576.6,2.2,5.1
2019-03-22,581.7,2.8,7.6
2019-03-23,586.7,1.3,10.2
2019-03-24,596.9,2.4,0
2019-03-25,599.4,2.2,2.5
2019-03-26,604.5,1.7,0
2019-03-27,607.1,0.7,15.2
2019-03-28,619.8,1.9,5.1
2019-03-29,624.8,1.8,2.5
2019-03-30,624.8,4.2,0
2019-03-31,614.7,6.2,0
2019-04-01,599.4,4.5,2.5
2019-04-02,591.8,4.7,7.6
2019-04-03,574,3.7,12.7
2019-04-04,561.3,3.8,7.6
2019-04-05,548.6,2.3,12.7
2019-04-06,553.7,1.9,25.4
2019-04-07,569,4.5,63.5
2019-04-08,546.1,3.5,25.4
2019-04-09,518.2,0.1,5.1
2019-04-10,525.8,0.3,7.6
2019-04-11,543.6,0.8,7.6
2019-04-12,553.7,2.1,7.6
2019-04-13,548.6,1.7,7.6
2019-04-14,556.3,-0.7,2.5
2019-04-15,558.8,0.8,5.1
2019-04-16,563.9,2.8,0
2019-04-17,541,5.6,0
2019-04-18,518.2,11,0
2019-04-19,492.8,9.1,0
2019-04-20,462.3,4,5.1
2019-04-21,431.8,4.5,0
2019-04-22,408.9,7.7,0
2019-04-23,381,7.6,2.5
2019-04-24,342.9,8.3,0
2019-04-25,307.3,8.8,2.5
2019-04-26,292.1,6.1,0
2019-04-27,269.2,2.1,0
2019-04-28,251.5,1.9,0
2019-04-29,238.8,2.9,0
2019-04-30,218.4,3.6,0
2019-05-01,203.2,4.3,0
2019-05-02,177.8,4.9,0
2019-05-03,165.1,8.1,0
2019-05-04,129.5,9.8,0
2019-05-05,99.1,9.8,0
2019-05-06,53.3,11.1,0
2019-05-07,15.2,10.6,0
2019-05-08,2.5,10.9,0
2019-05-09,0,10.9,0
2019-05-10,0,13.6,0
2019-05-11,0,13.7,0
2019-05-12,0,11.6,0
2019-05-13,0,9.7,0
2019-05-14,0,5.8,0
2019-05-15,0,6.5,0
2019-05-16,0,6.2,10.2
2019-05-17,0,3.6,5.1
2019-05-18,0,6.5,0
2019-05-19,0,4.1,20.3
2019-05-20,0,4,0
2019-05-21,0,4,5.1
2019-05-22,0,7.1,0
2019-05-23,0,10.3,0
2019-05-24,0,5.4,10.2
2019-05-25,0,2,12.7
2019-05-26,2.5,6.7,0
2019-05-27,0,8.2,0
2019-05-28,0,10,0
2019-05-29,0,10.8,0
2019-05-30,0,10.9,0
2019-05-31,0,13.6,0
2019-06-01,0,14.9,0
2019-06-02,0,15,0
2019-06-03,0,12.1,0
2019-06-04,0,12.3,0
2019-06-05,0,11.2,2.5
2019-06-06,0,4.4,5.1
2019-06-07,0,1.9,0
2019-06-08,0,7,0
2019-06-09,0,12.9,0
2019-06-10,0,16.8,0
2019-06-11,0,17.6,0
2019-06-12,0,19.7,0
